# Era-1986dw blocks-to-Ortsteile crosswalk.
# Built by scripts/build_era_crosswalks.py using DECISION D2
# (direct block_id match + Bezirk-anchored fallback).
# direct_matches=6190, fallbacks=70, unresolved=0, total_in_era=6260
block_id,aggregate_id,aggregate_name
block_020687,z96_002,z96_002
block_020691,z96_000,z96_000
block_020713,z96_002,z96_002
block_020714,z96_002,z96_002
block_020715,z96_000,z96_000
block_021060,z96_000,z96_000
block_021061,z96_000,z96_000
block_021062,z96_000,z96_000
block_021065,z96_000,z96_000
block_021066,z96_000,z96_000
block_021068,z96_003,z96_003
block_021601,z96_003,z96_003
block_021603,z96_003,z96_003
block_021604,z96_003,z96_003
block_021607,z96_003,z96_003
block_021608,z96_003,z96_003
block_021609,z96_003,z96_003
block_021610,z96_003,z96_003
block_021657,z96_000,z96_000
block_022077,z96_000,z96_000
block_022078,z96_000,z96_000
block_022079,z96_000,z96_000
block_022080,z96_000,z96_000
block_022081,z96_000,z96_000
block_022082,z96_000,z96_000
block_022083,z96_000,z96_000
block_022084,z96_000,z96_000
block_022085,z96_003,z96_003
block_022086,z96_003,z96_003
block_022087,z96_003,z96_003
block_022088,z96_003,z96_003
block_022089,z96_003,z96_003
block_022090,z96_003,z96_003
block_022092,z96_003,z96_003
block_022093,z96_003,z96_003
block_022094,z96_003,z96_003
block_022095,z96_003,z96_003
block_022096,z96_003,z96_003
block_022100,z96_002,z96_002
block_022101,z96_000,z96_000
block_022103,z96_000,z96_000
block_022104,z96_000,z96_000
block_022105,z96_000,z96_000
block_022106,z96_000,z96_000
block_022107,z96_000,z96_000
block_022108,z96_000,z96_000
block_022109,z96_000,z96_000
block_022110,z96_003,z96_003
block_022111,z96_000,z96_000
block_022112,z96_000,z96_000
block_022113,z96_000,z96_000
block_022114,z96_000,z96_000
block_022115,z96_002,z96_002
block_022116,z96_002,z96_002
block_022117,z96_000,z96_000
block_022118,z96_000,z96_000
block_022119,z96_003,z96_003
block_022120,z96_003,z96_003
block_022121,z96_003,z96_003
block_022123,z96_003,z96_003
block_022124,z96_003,z96_003
